equipment_id,date,operating_hours,idle_hours,total_engine_hours,total_idle_hours,fuel_consumed_liters
CAT-EQ-1007,2026-07-05,7.2,0.9,1182.5,55.6,114.8
CAT-EQ-1007,2026-07-06,5.2,0.7,1187.7,56.3,88.8
CAT-EQ-1007,2026-07-07,6.0,2.0,1193.7,58.3,92.7
CAT-EQ-1007,2026-07-08,8.4,2.2,1202.1,60.5,149.9
CAT-EQ-1007,2026-07-09,8.5,1.7,1210.6,62.2,134.8
CAT-EQ-1007,2026-07-10,4.1,2.4,1214.7,64.6,69.6
CAT-EQ-1007,2026-07-11,5.5,0.9,1220.2,65.5,89.2
CAT-EQ-1007,2026-07-12,5.7,1.2,1225.9,66.7,68.6
CAT-EQ-1007,2026-07-13,8.8,1.6,1234.7,68.3,126.8
CAT-EQ-1007,2026-07-14,4.8,1.8,1239.5,70.1,58.5
CAT-EQ-1007,2026-07-15,8.1,0.9,1247.6,71.0,117.6
CAT-EQ-1007,2026-07-16,5.9,1.2,1253.5,72.2,96.3
CAT-EQ-1007,2026-07-17,8.3,1.6,1261.8,73.8,103.8
CAT-EQ-1007,2026-07-18,4.3,0.8,1266.1,74.6,67.5
CAT-EQ-1007,2026-07-19,7.7,1.0,1273.8,75.6,123.0
CAT-EQ-1007,2026-07-20,6.7,1.4,1280.5,77.0,91.4
CAT-EQ-1007,2026-07-21,8.2,0.7,1288.7,77.7,119.6
CAT-EQ-1007,2026-07-22,5.6,1.9,1294.3,79.6,83.6
CAT-EQ-1007,2026-07-23,7.7,0.6,1302.0,80.2,110.7
CAT-EQ-1007,2026-07-24,7.3,0.5,1309.3,80.7,100.8
CAT-EQ-1007,2026-07-25,5.2,0.8,1314.5,81.5,70.4
CAT-EQ-1007,2026-07-26,5.8,0.5,1320.3,82.0,95.6
CAT-EQ-1007,2026-07-27,5.0,1.3,1325.3,83.3,81.1
CAT-EQ-1007,2026-07-28,6.8,2.2,1332.1,85.5,114.5
CAT-EQ-1007,2026-07-29,4.4,2.2,1336.5,87.7,53.9
CAT-EQ-1007,2026-07-30,4.1,2.3,1340.6,90.0,70.4
CAT-EQ-1007,2026-07-31,7.2,1.6,1347.8,91.6,117.1
CAT-EQ-1007,2026-08-01,6.3,0.7,1354.1,92.3,76.4
CAT-EQ-1007,2026-08-02,5.8,2.1,1359.9,94.4,91.1
CAT-EQ-1007,2026-08-03,8.6,2.3,1368.5,96.7,107.7
CAT-EQ-1007,2026-08-04,8.6,1.0,1377.1,97.7,133.6
CAT-EQ-1007,2026-08-05,6.9,1.3,1384.0,99.0,95.6
CAT-EQ-1007,2026-08-06,5.9,1.2,1389.9,100.2,76.8
CAT-EQ-1007,2026-08-07,6.8,0.7,1396.7,100.9,102.4
CAT-EQ-1007,2026-08-08,9.0,1.2,1405.7,102.1,147.3
CAT-EQ-1007,2026-08-09,8.5,2.1,1414.2,104.2,114.0
CAT-EQ-1007,2026-08-10,4.8,0.9,1419.0,105.1,74.9
CAT-EQ-1007,2026-08-11,8.2,1.8,1427.2,106.9,107.1
CAT-EQ-1007,2026-08-12,8.3,1.5,1435.5,108.4,137.2
CAT-EQ-1007,2026-08-13,8.2,1.4,1443.7,109.8,143.9
CAT-EQ-1007,2026-08-14,7.1,1.8,1450.8,111.6,111.8
CAT-EQ-1007,2026-08-15,8.8,1.8,1459.6,113.4,113.6
CAT-EQ-1007,2026-08-16,4.4,1.4,1464.0,114.8,60.8
CAT-EQ-1007,2026-08-17,5.5,0.6,1469.5,115.4,82.7
CAT-EQ-1007,2026-08-18,5.7,1.4,1475.2,116.8,70.3
CAT-EQ-1007,2026-08-19,8.6,0.7,1483.8,117.5,147.8
CAT-EQ-1007,2026-08-20,8.7,1.7,1492.5,119.2,130.9
CAT-EQ-1007,2026-08-21,6.5,1.6,1499.0,120.8,108.9
CAT-EQ-1007,2026-08-22,8.9,1.4,1507.9,122.2,150.0
CAT-EQ-1007,2026-08-23,7.6,1.1,1515.5,123.3,112.9
CAT-EQ-1007,2026-08-24,4.8,0.6,1520.3,123.9,60.6
CAT-EQ-1007,2026-08-25,8.9,1.2,1529.2,125.1,144.9
CAT-EQ-1007,2026-08-26,6.8,0.8,1536.0,125.9,91.7
CAT-EQ-1007,2026-08-27,6.4,1.4,1542.4,127.3,96.9
CAT-EQ-1007,2026-08-28,4.9,1.2,1547.3,128.5,67.1
CAT-EQ-1007,2026-08-29,6.2,1.2,1553.5,129.7,96.6
CAT-EQ-1007,2026-08-30,8.3,1.8,1561.8,131.5,102.9
CAT-EQ-1007,2026-08-31,4.5,1.9,1566.3,133.4,61.7
CAT-EQ-1007,2026-09-01,8.0,1.8,1574.3,135.2,139.5
CAT-EQ-1008,2026-07-04,4.4,1.8,611.4,126.8,77.0
CAT-EQ-1008,2026-07-05,5.7,1.8,617.1,128.6,91.0
CAT-EQ-1008,2026-07-06,4.7,1.9,621.8,130.5,58.8
CAT-EQ-1008,2026-07-07,7.1,1.8,628.9,132.3,99.2
CAT-EQ-1008,2026-07-08,4.7,1.9,633.6,134.2,83.1
CAT-EQ-1008,2026-07-09,9.5,2.3,643.1,136.5,119.3
CAT-EQ-1008,2026-07-10,7.7,1.5,650.8,138.0,93.2
CAT-EQ-1008,2026-07-11,5.7,2.4,656.5,140.4,80.1
CAT-EQ-1008,2026-07-12,8.2,0.9,664.7,141.3,147.6
CAT-EQ-1008,2026-07-13,4.9,1.1,669.6,142.4,82.0
CAT-EQ-1008,2026-07-14,6.8,1.6,676.4,144.0,111.7
CAT-EQ-1008,2026-07-15,6.9,1.8,683.3,145.8,119.1
CAT-EQ-1008,2026-07-16,7.4,1.7,690.7,147.5,95.6
CAT-EQ-1008,2026-07-17,5.0,1.9,695.7,149.4,78.7
CAT-EQ-1008,2026-07-18,9.0,1.9,704.7,151.3,110.4
CAT-EQ-1008,2026-07-19,6.0,1.9,710.7,153.2,106.9
CAT-EQ-1008,2026-07-20,7.4,2.0,718.1,155.2,123.6
CAT-EQ-1008,2026-07-21,5.3,1.0,723.4,156.2,94.3
CAT-EQ-1008,2026-07-22,8.3,2.3,731.7,158.5,109.3
CAT-EQ-1008,2026-07-23,7.7,1.6,739.4,160.1,112.8
CAT-EQ-1008,2026-07-24,8.2,2.1,747.6,162.2,123.1
CAT-EQ-1008,2026-07-25,6.3,0.8,753.9,163.0,83.1
CAT-EQ-1008,2026-07-26,7.3,2.2,761.2,165.2,89.9
CAT-EQ-1008,2026-07-27,6.6,1.2,767.8,166.4,116.2
CAT-EQ-1008,2026-07-28,7.9,1.5,775.7,167.9,100.7
CAT-EQ-1008,2026-07-29,4.5,0.8,780.2,168.7,66.1
CAT-EQ-1008,2026-07-30,6.8,2.2,787.0,170.9,85.3
CAT-EQ-1008,2026-07-31,9.0,2.1,796.0,173.0,155.8
CAT-EQ-1008,2026-08-01,9.1,1.3,805.1,174.3,130.8
CAT-EQ-1008,2026-08-02,6.1,1.3,811.2,175.6,76.2
CAT-EQ-1008,2026-08-03,5.2,1.1,816.4,176.7,65.5
CAT-EQ-1008,2026-08-04,7.9,1.2,824.3,177.9,101.7
CAT-EQ-1008,2026-08-05,4.2,2.3,828.5,180.2,62.3
CAT-EQ-1008,2026-08-06,8.6,2.0,837.1,182.2,127.4
CAT-EQ-1008,2026-08-07,7.4,2.3,844.5,184.5,89.6
CAT-EQ-1008,2026-08-08,5.2,0.8,849.7,185.3,91.7
CAT-EQ-1008,2026-08-09,7.3,1.3,857.0,186.6,121.6
CAT-EQ-1008,2026-08-10,5.3,0.7,862.3,187.3,71.2
CAT-EQ-1008,2026-08-11,7.5,1.7,869.8,189.0,92.8
CAT-EQ-1008,2026-08-12,8.6,1.5,878.4,190.5,130.9
CAT-EQ-1008,2026-08-13,7.5,1.7,885.9,192.2,122.3
CAT-EQ-1008,2026-08-14,5.6,0.5,891.5,192.7,79.1
CAT-EQ-1008,2026-08-15,7.1,0.9,898.6,193.6,113.7
CAT-EQ-1008,2026-08-16,6.9,1.2,905.5,194.8,122.3
CAT-EQ-1008,2026-08-17,7.0,2.1,912.5,196.9,105.3
CAT-EQ-1008,2026-08-18,4.1,2.2,916.6,199.1,50.3
CAT-EQ-1008,2026-08-19,6.1,1.2,922.7,200.3,100.6
CAT-EQ-1008,2026-08-20,6.0,0.6,928.7,200.9,80.7
CAT-EQ-1008,2026-08-21,7.6,0.7,936.3,201.6,117.7
CAT-EQ-1008,2026-08-22,8.2,0.8,944.5,202.4,115.7
CAT-EQ-1008,2026-08-23,5.9,1.8,950.4,204.2,100.2
CAT-EQ-1008,2026-08-24,7.8,2.5,958.2,206.7,116.0
CAT-EQ-1008,2026-08-25,5.0,0.8,963.2,207.5,81.5
CAT-EQ-1008,2026-08-26,9.2,0.6,972.4,208.1,121.5
CAT-EQ-1008,2026-08-27,8.4,2.3,980.8,210.4,116.7
CAT-EQ-1008,2026-08-28,5.7,1.3,986.5,211.7,96.3
CAT-EQ-1008,2026-08-29,6.6,0.6,993.1,212.3,104.8
CAT-EQ-1008,2026-08-30,5.6,2.2,998.7,214.5,68.8
CAT-EQ-1008,2026-08-31,7.6,1.0,1006.3,215.5,127.7
CAT-EQ-1008,2026-09-01,6.4,1.3,1012.7,216.8,93.7
CAT-EQ-1009,2026-07-04,9.4,1.5,1100.4,127.5,140.9
CAT-EQ-1009,2026-07-05,9.1,1.5,1109.5,129.0,152.9
CAT-EQ-1009,2026-07-06,8.0,0.7,1117.5,129.7,124.9
CAT-EQ-1009,2026-07-07,8.5,1.6,1126.0,131.3,118.4
CAT-EQ-1009,2026-07-08,4.4,1.8,1130.4,133.1,60.9
CAT-EQ-1009,2026-07-09,7.3,1.4,1137.7,134.5,117.8
CAT-EQ-1009,2026-07-10,5.9,0.6,1143.6,135.1,101.6
CAT-EQ-1009,2026-07-11,5.9,2.5,1149.5,137.6,80.5
CAT-EQ-1009,2026-07-12,9.4,2.4,1158.9,140.0,117.0
CAT-EQ-1009,2026-07-13,7.5,1.2,1166.4,141.2,126.0
CAT-EQ-1009,2026-07-14,7.7,2.4,1174.1,143.6,99.0
CAT-EQ-1009,2026-07-15,7.3,2.1,1181.4,145.7,89.1
CAT-EQ-1009,2026-07-16,4.4,2.1,1185.8,147.8,62.5
CAT-EQ-1009,2026-07-17,6.1,1.6,1191.9,149.4,95.3
CAT-EQ-1009,2026-07-18,7.7,2.4,1199.6,151.8,109.6
CAT-EQ-1009,2026-07-19,8.2,1.6,1207.8,153.4,124.4
CAT-EQ-1009,2026-07-20,6.2,1.8,1214.0,155.2,83.7
CAT-EQ-1009,2026-07-21,4.6,2.0,1218.6,157.2,69.0
CAT-EQ-1009,2026-07-22,6.1,1.6,1224.7,158.8,82.8
CAT-EQ-1009,2026-07-23,5.4,1.4,1230.1,160.2,97.1
CAT-EQ-1009,2026-07-24,5.6,2.3,1235.7,162.5,83.7
CAT-EQ-1009,2026-07-25,4.7,2.2,1240.4,164.7,69.1
CAT-EQ-1009,2026-07-26,8.9,1.4,1249.3,166.1,111.5
CAT-EQ-1009,2026-07-27,7.8,2.2,1257.1,168.3,108.6
CAT-EQ-1009,2026-07-28,5.9,0.6,1263.0,168.9,90.0
CAT-EQ-1009,2026-07-29,8.9,2.2,1271.9,171.1,144.8
CAT-EQ-1009,2026-07-30,9.1,1.8,1281.0,172.9,152.5
CAT-EQ-1009,2026-07-31,6.8,0.7,1287.8,173.6,89.8
CAT-EQ-1009,2026-08-01,4.8,2.1,1292.6,175.7,58.4
CAT-EQ-1009,2026-08-02,7.0,1.2,1299.6,176.9,117.8
CAT-EQ-1009,2026-08-03,7.0,1.7,1306.6,178.6,87.6
CAT-EQ-1009,2026-08-04,5.7,2.5,1312.3,181.1,93.0
CAT-EQ-1009,2026-08-05,6.9,2.0,1319.2,183.1,116.9
CAT-EQ-1009,2026-08-06,4.4,2.4,1323.6,185.5,69.8
CAT-EQ-1009,2026-08-07,6.5,1.9,1330.1,187.4,91.4
CAT-EQ-1009,2026-08-08,8.8,2.1,1338.9,189.5,139.4
CAT-EQ-1009,2026-08-09,5.0,2.4,1343.9,191.9,73.0
CAT-EQ-1009,2026-08-10,9.0,0.6,1352.9,192.5,114.7
CAT-EQ-1009,2026-08-11,4.8,0.8,1357.7,193.3,66.9
CAT-EQ-1009,2026-08-12,7.9,1.2,1365.6,194.5,139.4
CAT-EQ-1009,2026-08-13,8.9,2.2,1374.5,196.7,120.2
CAT-EQ-1009,2026-08-14,7.5,1.6,1382.0,198.3,95.6
CAT-EQ-1009,2026-08-15,5.7,1.6,1387.7,199.9,85.6
CAT-EQ-1009,2026-08-16,4.9,2.4,1392.6,202.3,63.3
CAT-EQ-1009,2026-08-17,7.6,1.9,1400.2,204.2,118.8
CAT-EQ-1009,2026-08-18,8.6,1.6,1408.8,205.8,145.8
CAT-EQ-1009,2026-08-19,4.2,0.6,1413.0,206.4,66.6
CAT-EQ-1009,2026-08-20,7.2,1.8,1420.2,208.2,119.5
CAT-EQ-1009,2026-08-21,6.3,1.8,1426.5,210.0,94.4
CAT-EQ-1009,2026-08-22,7.4,1.1,1433.9,211.1,131.3
CAT-EQ-1009,2026-08-23,6.7,2.1,1440.6,213.2,107.9
CAT-EQ-1009,2026-08-24,5.6,0.6,1446.2,213.8,69.2
CAT-EQ-1009,2026-08-25,6.4,1.5,1452.6,215.3,84.6
CAT-EQ-1009,2026-08-26,7.3,1.1,1459.9,216.4,119.1
CAT-EQ-1009,2026-08-27,8.0,2.2,1467.9,218.6,142.8
CAT-EQ-1009,2026-08-28,4.7,1.2,1472.6,219.8,72.2
CAT-EQ-1009,2026-08-29,5.8,1.4,1478.4,221.2,78.9
CAT-EQ-1009,2026-08-30,5.4,0.7,1483.8,221.9,74.2
CAT-EQ-1009,2026-08-31,6.1,1.7,1489.9,223.6,82.3
CAT-EQ-1009,2026-09-01,8.8,0.8,1498.7,224.4,122.9
CAT-EQ-1010,2026-07-04,5.0,0.8,1488.0,120.8,89.9
CAT-EQ-1010,2026-07-05,6.6,2.3,1494.6,123.1,98.9
CAT-EQ-1010,2026-07-06,4.5,1.3,1499.1,124.4,66.3
CAT-EQ-1010,2026-07-07,5.3,1.7,1504.4,126.1,65.1
CAT-EQ-1010,2026-07-08,5.5,1.7,1509.9,127.8,93.8
CAT-EQ-1010,2026-07-09,7.7,1.1,1517.6,128.9,92.8
CAT-EQ-1010,2026-07-10,4.6,0.8,1522.2,129.7,62.5
CAT-EQ-1010,2026-07-11,6.0,1.3,1528.2,131.0,73.6
CAT-EQ-1010,2026-07-12,4.3,1.6,1532.5,132.6,61.0
CAT-EQ-1010,2026-07-13,5.6,1.3,1538.1,133.9,82.3
CAT-EQ-1010,2026-07-14,7.0,2.2,1545.1,136.1,110.2
CAT-EQ-1010,2026-07-15,7.4,0.8,1552.5,136.9,93.1
CAT-EQ-1010,2026-07-16,6.1,2.5,1558.6,139.4,93.6
CAT-EQ-1010,2026-07-17,6.0,0.8,1564.6,140.2,93.7
CAT-EQ-1010,2026-07-18,6.2,0.6,1570.8,140.8,75.8
CAT-EQ-1010,2026-07-19,7.9,2.1,1578.7,142.9,119.4
CAT-EQ-1010,2026-07-20,4.8,2.3,1583.5,145.2,61.6
CAT-EQ-1010,2026-07-21,9.1,1.1,1592.6,146.3,130.7
CAT-EQ-1010,2026-07-22,7.4,2.2,1600.0,148.5,115.2
CAT-EQ-1010,2026-07-23,6.8,1.5,1606.8,150.0,101.6
CAT-EQ-1010,2026-07-24,7.1,1.4,1613.9,151.4,85.9
CAT-EQ-1010,2026-07-25,5.8,0.7,1619.7,152.1,84.1
CAT-EQ-1010,2026-07-26,5.7,2.3,1625.4,154.4,98.2
CAT-EQ-1010,2026-07-27,7.5,1.7,1632.9,156.1,101.9
CAT-EQ-1010,2026-07-28,7.6,2.4,1640.5,158.5,117.6
CAT-EQ-1010,2026-07-29,5.3,0.6,1645.8,159.1,78.9
CAT-EQ-1010,2026-07-30,6.9,1.9,1652.7,161.0,114.9
CAT-EQ-1010,2026-07-31,6.1,2.1,1658.8,163.1,82.1
CAT-EQ-1010,2026-08-01,7.1,1.9,1665.9,165.0,93.3
CAT-EQ-1010,2026-08-02,6.4,1.3,1672.3,166.3,92.7
CAT-EQ-1010,2026-08-03,5.1,1.5,1677.4,167.8,79.9
CAT-EQ-1010,2026-08-04,6.6,2.2,1684.0,170.0,108.0
CAT-EQ-1010,2026-08-05,7.9,1.5,1691.9,171.5,121.4
CAT-EQ-1010,2026-08-06,9.5,1.5,1701.4,173.0,135.5
CAT-EQ-1010,2026-08-07,9.3,1.4,1710.7,174.4,141.3
CAT-EQ-1010,2026-08-08,7.0,1.9,1717.7,176.3,120.4
CAT-EQ-1010,2026-08-09,7.7,2.1,1725.4,178.4,104.6
CAT-EQ-1010,2026-08-10,6.7,2.4,1732.1,180.8,91.6
CAT-EQ-1010,2026-08-11,5.6,2.4,1737.7,183.2,100.2
CAT-EQ-1010,2026-08-12,8.2,1.9,1745.9,185.1,132.4
CAT-EQ-1010,2026-08-13,6.7,1.5,1752.6,186.6,102.9
CAT-EQ-1010,2026-08-14,9.1,1.9,1761.7,188.5,124.9
CAT-EQ-1010,2026-08-15,7.2,1.6,1768.9,190.1,125.1
CAT-EQ-1010,2026-08-16,6.2,1.2,1775.1,191.3,103.2
CAT-EQ-1010,2026-08-17,4.8,0.6,1779.9,191.9,85.1
CAT-EQ-1010,2026-08-18,4.4,2.3,1784.3,194.2,70.1
CAT-EQ-1010,2026-08-19,8.1,0.9,1792.4,195.1,137.4
CAT-EQ-1010,2026-08-20,5.5,1.6,1797.9,196.7,75.0
CAT-EQ-1010,2026-08-21,4.6,2.0,1802.5,198.7,61.8
CAT-EQ-1010,2026-08-22,4.3,2.3,1806.8,201.0,57.4
CAT-EQ-1010,2026-08-23,5.3,0.7,1812.1,201.7,74.1
CAT-EQ-1010,2026-08-24,6.6,1.9,1818.7,203.6,84.6
CAT-EQ-1010,2026-08-25,9.3,2.5,1828.0,206.1,120.4
CAT-EQ-1010,2026-08-26,7.6,2.3,1835.6,208.4,112.9
CAT-EQ-1010,2026-08-27,7.6,2.0,1843.2,210.4,104.3
CAT-EQ-1010,2026-08-28,5.6,0.6,1848.8,211.0,93.0
CAT-EQ-1010,2026-08-29,7.6,1.0,1856.4,212.0,124.9
CAT-EQ-1010,2026-08-30,8.7,0.6,1865.1,212.6,152.5
CAT-EQ-1010,2026-08-31,6.3,2.2,1871.4,214.8,110.9
CAT-EQ-1010,2026-09-01,4.2,2.2,1875.6,217.0,70.3
